Type,No.,Standard Price Including VAT,Offer Price Including VAT
Item,22-2895,48.00,28.00
Item,22-2900,48.00,26.00
Item,22-2907,32.00,17.00
Item,22-2910,39.00,19.00
Item,22-2911,39.00,19.00
Item,22-2914,42.00,21.00
Item,22-2915,42.00,21.00
Item,22-2918,68.00,32.00
Item,22-2919,118.00,59.00
Item,22-2921,98.00,19.00
Item,22-2925,125.00,62.00
Item,22-2926,125.00,56.00
Item,22-2929,17.00,9.00
Item,22-2933,58.00,32.00
Item,22-2938,60.00,27.00
Item,22-2939,149.00,44.00
Item,22-2940,159.00,48.00
Item,22-2942,200.00,145.00
Item,22-2943,200.00,145.00
Item,22-2944,200.00,145.00
Item,22-2945,205.00,145.00
Item,22-2946,70.00,25.00
Item,22-2947,60.00,25.00
Item,22-2948,180.00,63.00
Item,22-2950,50.00,20.00
Item,22-2952,23.00,11.00
Item,22-2953,25.00,12.00
Item,22-2955,16.00,8.00
Item,22-2956,185.00,75.00
Item,22-2957,185.00,75.00
Item,22-2958,185.00,75.00
Item,22-2960,68.00,27.00
Item,22-2961,68.00,27.00
Item,22-2962,68.00,27.00
Item,22-2963,68.00,27.00
Item,22-2965,24.00,12.00
Item,22-2967,49.00,19.00
Item,22-2968,68.00,29.00
Item,22-2970,188.00,149.00
Item,22-2973,23.00,11.00
Item,22-2975,48.00,22.00
Item,22-2976,48.00,22.00
Item,22-2977,48.00,22.00
Item,22-2981,"1,480.00",499.00
Item,22-2982,76.00,27.00
Item,22-2985,92.00,37.00
Item,22-2988,108.00,38.00
Item,22-2991,124.00,43.00
Item,22-2995,850.00,295.00
Item,22-3000,128.00,99.00
Item,22-3002,175.00,140.00
Item,22-3007,24.00,11.00
Item,22-3009,29.00,14.00
Item,22-3010,95.00,24.00
Item,22-3011,17.00,9.00
Item,22-3012,6.00,4.00
Item,22-3013,6.00,4.00
Item,22-3014,6.00,2.00
Item,22-3016,98.00,68.00
Item,22-3017,98.00,68.00
Item,22-3018,236.00,195.00
Item,22-3023,79.00,39.00
Item,22-3024,58.00,29.00
Item,22-3026,12.00,6.00
Item,22-3027,12.00,5.00
Item,22-3029,12.00,5.00
Item,22-3030,16.00,7.00
Item,22-3031,19.00,15.00
Item,22-3033,265.00,119.00
Item,22-3036,78.00,49.00
Item,22-3037,98.00,44.00
Item,22-3038,117.00,99.00
Item,22-3045,85.00,48.00
Item,22-3046,115.00,68.00
Item,22-3047,78.00,45.00
Item,22-3048,98.00,58.00
Item,22-3049,59.00,39.00
Item,22-3051,65.00,22.00
Item,22-3055,80.00,40.00
Item,22-3062,39.00,18.00
Item,22-3063,45.00,20.00
Item,22-3064,34.00,21.00
Item,22-3065,39.00,22.00
Item,22-3066,45.00,24.00
Item,22-3069,45.00,19.00
Item,22-307,510.00,107.00
Item,22-3073,98.00,41.00
Item,22-3074,118.00,49.00
Item,22-3075,148.00,68.00
Item,22-3078,18.00,6.00
Item,22-3083,268.00,229.00
Item,22-3084,293.00,225.00
Item,22-3088,33.00,19.00
Item,22-3089,39.00,21.00
Item,22-3090,44.00,24.00
Item,22-3091,50.00,26.00
Item,22-3094,44.00,20.00
Item,22-3095,50.00,22.00
Item,22-3096,33.00,19.00
Item,22-3097,39.00,22.00
Item,22-3098,44.00,24.00
Item,22-3099,50.00,26.00
Item,22-3100,33.00,19.00
Item,22-3101,39.00,22.00
Item,22-3102,44.00,25.00
Item,22-3103,50.00,26.00
Item,22-3107,50.00,22.00
Item,22-3110,24.00,11.00
Item,22-3119,6.00,4.00
Item,22-3126,8.00,4.00
Item,22-3128,195.00,156.00
Item,22-3139,225.00,157.00
Item,22-3140,385.00,199.00
Item,22-3143,34.00,29.00
Item,22-3144,34.00,29.00
Item,22-3147,46.00,39.00
Item,22-3148,46.00,39.00
Item,22-3149,34.00,29.00
Item,22-3150,34.00,29.00
Item,22-3151,40.00,34.00
Item,22-3152,40.00,34.00
Item,22-3155,54.00,46.00
Item,22-3156,54.00,46.00
Item,22-3163,98.00,34.00
Item,22-3165,38.00,26.00
Item,22-3166,"1,284.00","1,155.00"
Item,22-3169,38.00,23.00
Item,22-3170,45.00,20.00
Item,22-3171,24.00,19.00
Item,22-3175,295.00,149.00
Item,22-3177,191.00,79.00
Item,22-3178,11.00,4.00
Item,22-3180,18.00,9.00
Item,22-3181,24.00,11.00
Item,22-3182,199.00,79.00
Item,22-3183,112.00,49.00
Item,22-3184,395.00,299.00
Item,22-3185,395.00,299.00
Item,22-3186,35.00,22.00
Item,22-3187,35.00,21.00
Item,22-3188,40.00,25.00
Item,22-3189,40.00,24.00
Item,22-3190,46.00,26.00
Item,22-3191,46.00,26.00
Item,22-3192,52.00,29.00
Item,22-3193,52.00,29.00
Item,22-3196,39.00,19.00
Item,22-3197,39.00,19.00
Item,22-3198,42.00,26.00
Item,22-3199,42.00,26.00
Item,22-3203,34.00,29.00
Item,22-3210,16.00,7.00
Item,22-3211,14.00,7.00
Item,22-3212,335.00,199.00
Item,22-3213,166.00,129.00
Item,22-3219,42.00,21.00
Item,22-322,45.00,10.00
Item,22-3220,46.00,32.00
Item,22-3227,55.00,29.00
Item,22-3228,55.00,29.00
Item,22-3229,50.00,27.00
Item,22-3230,50.00,27.00
Item,22-3231,46.00,25.00
Item,22-3232,46.00,25.00
Item,22-3238,68.00,39.00
Item,22-3239,68.00,39.00
Item,22-3240,68.00,39.00
Item,22-3241,68.00,39.00
Item,22-3242,98.00,58.00
Item,22-3243,98.00,58.00
Item,22-3244,98.00,58.00
Item,22-3245,128.00,74.00
Item,22-3246,128.00,74.00
Item,22-3247,128.00,74.00
Item,22-3248,130.00,75.00
Item,22-3249,150.00,91.00
Item,22-3250,165.00,115.00
Item,22-3251,130.00,75.00
Item,22-3252,150.00,91.00
Item,22-3253,165.00,115.00
Item,22-3254,130.00,75.00
Item,22-3255,150.00,91.00
Item,22-3256,165.00,115.00
Item,22-3257,185.00,115.00
Item,22-3258,185.00,115.00
Item,22-3259,185.00,115.00
Item,22-3260,148.00,49.00
Item,22-3261,245.00,165.00
Item,22-3263,275.00,135.00
Item,22-3264,145.00,51.00
Item,22-3265,115.00,51.00
Item,22-3266,52.00,19.00
Item,22-3274,59.00,29.00
Item,22-3278,118.00,41.00
Item,22-3283,10.00,4.00
Item,22-3284,45.00,22.00
Item,22-3285,4.00,1.00
Item,22-3291,19.00,6.00
Item,22-3294,175.00,79.00
Item,22-3295,6.00,1.00
Item,22-3298,275.00,96.00
Item,22-3299,145.00,50.00
Item,22-3300,115.00,40.00
Item,22-3309,22.00,15.00
Item,22-3311,48.00,19.00
Item,22-3318,75.00,53.00
Item,22-3320,195.00,68.00
Item,22-3321,195.00,68.00
Item,22-3323,48.00,19.00
Item,22-3324,48.00,19.00
Item,22-3326,48.00,19.00
Item,22-3327,48.00,19.00
Item,22-3328,48.00,19.00
Item,22-3329,48.00,19.00
Item,22-3330,48.00,19.00
Item,22-3331,48.00,19.00
Item,22-3332,48.00,19.00
Item,22-3335,285.00,129.00
Item,22-3339,48.00,19.00
Item,22-3340,85.00,35.00
Item,22-3341,260.00,91.00
Item,22-3342,24.00,11.00
Item,22-3343,24.00,17.00
Item,22-3344,24.00,17.00
Item,22-3345,27.00,19.00
Item,22-3346,27.00,19.00
Item,22-3347,29.00,20.00
Item,22-3348,29.00,20.00
Item,22-3349,32.00,22.00
Item,22-3350,32.00,22.00
Item,22-3351,24.00,12.00
Item,22-3353,100.00,50.00
Item,22-3354,85.00,39.00
Item,22-3355,123.00,75.00
Item,22-3357,46.00,39.00
Item,22-3358,46.00,39.00
Item,22-3359,46.00,39.00
Item,22-3364,29.00,14.00
Item,22-3373,390.00,156.00
Item,22-3374,311.00,145.00
Item,22-3375,356.00,145.00
Item,22-3376,24.00,10.00
Item,22-3378,18.00,6.00
Item,22-3379,18.00,6.00
Item,22-3380,18.00,6.00
Item,22-3381,18.00,6.00
Item,22-3382,20.00,8.00
Item,22-3383,20.00,8.00
Item,22-3384,20.00,8.00
Item,22-3385,20.00,8.00
Item,22-3387,155.00,99.00
Item,22-3391,39.00,25.00
Item,22-3392,135.00,47.00
Item,22-3397,23.00,17.00
Item,22-3399,9.00,4.00
Item,22-3402,12.00,10.00
Item,22-3407,95.00,59.00
Item,22-3409,85.00,29.00
Item,22-3412,58.00,25.00
Item,22-3413,58.00,25.00
Item,22-3414,10.00,3.00
Item,22-3415,166.00,129.00
Item,22-3416,166.00,79.00
Item,22-3417,166.00,79.00
Item,22-3420,69.00,32.00
Item,22-3421,28.00,20.00
Item,22-3422,29.00,10.00
Item,22-3425,48.00,13.00
Item,22-3427,48.00,13.00
Item,22-3428,75.00,44.00
Item,22-3430,88.00,22.00
Item,22-3432,88.00,22.00
Item,22-3434,88.00,22.00
Item,22-3435,31.00,21.00
Item,22-3438,39.00,24.00
Item,22-3439,39.00,24.00
Item,22-3444,668.00,299.00
Item,22-3448,245.00,147.00
Item,22-3449,165.00,99.00
Item,22-3450,215.00,150.00
Item,22-3452,225.00,135.00
Item,22-3453,299.00,199.00
Item,22-3454,299.00,199.00
Item,22-3455,5.00,2.00
Item,22-3456,5.00,2.00
Item,22-3457,115.00,49.00
Item,22-3458,149.00,99.00
Item,22-3460,18.00,10.00
Item,22-3461,38.00,9.00
Item,22-3462,38.00,9.00
Item,22-3463,38.00,9.00
Item,22-3464,14.00,5.00
Item,22-3465,14.00,5.00
Item,22-3466,14.00,5.00
Item,22-3467,98.00,39.00
Item,22-3468,118.00,39.00
Item,22-3469,135.00,47.00
Item,22-3470,135.00,54.00
Item,22-3472,165.00,61.00
Item,22-3474,68.00,54.00
Item,22-3480,195.00,156.00
Item,22-3485,43.00,12.00
Item,22-3493,268.00,195.00
Item,22-3494,293.00,225.00
Item,22-3497,14.00,5.00
Item,22-3498,48.00,16.00
Item,22-3500,32.00,21.00
Item,22-3501,36.00,22.00
Item,22-3502,41.00,24.00
Item,22-3503,32.00,21.00
Item,22-3504,36.00,22.00
Item,22-3505,41.00,24.00
Item,22-3506,96.00,49.00
Item,22-3509,99.00,59.00
Item,22-3511,36.00,19.00
Item,22-3512,44.00,24.00
Item,22-3513,52.00,26.00
Item,22-3514,60.00,30.00
Item,22-3515,19.00,8.00
Item,22-3516,19.00,8.00
Item,22-3517,34.00,21.00
Item,22-3518,39.00,24.00
Item,22-3519,45.00,27.00
Item,22-3520,34.00,21.00
Item,22-3521,39.00,24.00
Item,22-3522,45.00,27.00
Item,22-3524,45.00,15.00
Item,22-3525,55.00,19.00
Item,22-3526,65.00,22.00
Item,22-3527,94.00,47.00
Item,22-3528,155.00,108.00
Item,22-3529,225.00,115.00
Item,22-3530,19.00,9.00
Item,22-3531,19.00,9.00
Item,22-3532,19.00,9.00
Item,22-3533,20.00,9.00
Item,22-3534,20.00,9.00
Item,22-3535,245.00,99.00
Item,22-3536,245.00,99.00
Item,22-3538,78.00,28.00
Item,22-3539,39.00,29.00
Item,22-3540,293.00,129.00
Item,22-3541,293.00,129.00
Item,22-3548,75.00,29.00
Item,22-3550,585.00,285.00
Item,22-3551,58.00,29.00
Item,22-3552,29.00,6.00
Item,22-3553,33.00,8.00
Item,22-3554,37.00,10.00
Item,22-3561,42.00,29.00
Item,22-3562,47.00,32.00
Item,22-3565,49.00,39.00
Item,22-3566,90.00,69.00
Item,22-3575,75.00,29.00
Item,22-3576,28.00,13.00
Item,22-3578,22.00,8.00
Item,22-3579,96.00,44.00
Item,22-3580,48.00,18.00
Item,22-3581,12.00,4.00
Item,22-3582,34.00,14.00
Item,22-3584,38.00,12.00
Item,22-3585,38.00,12.00
Item,22-3586,38.00,12.00
Item,22-3587,79.00,44.00
Item,22-3588,28.00,19.00
Item,22-3589,98.00,49.00
Item,22-3595,26.00,14.00
Item,22-3596,29.00,16.00
Item,22-3597,32.00,18.00
Item,22-3598,"1,350.00",928.00
Item,22-3602,164.00,99.00
Item,22-3603,59.00,48.00
Item,22-3608,148.00,58.00
Item,22-3615,345.00,199.00
Item,22-3616,117.00,79.00
Item,22-3618,85.00,69.00
Item,22-3619,127.00,69.00
Item,22-3620,127.00,69.00
Item,22-3626,24.00,10.00
Item,22-3627,24.00,10.00
Item,22-3629,58.00,25.00
Item,22-3630,58.00,25.00
Item,22-3631,122.00,49.00
Item,22-3632,122.00,49.00
Item,22-3633,159.00,127.00
Item,22-3634,79.00,44.00
Item,22-3635,126.00,40.00
Item,22-3637,64.00,19.00
Item,22-3638,64.00,22.00
Item,22-3640,35.00,25.00
Item,22-3641,10.00,4.00
Item,22-3642,18.00,13.00
Item,22-3643,8.00,4.00
Item,22-3645,14.00,4.00
Item,22-3646,18.00,4.00
Item,22-3648,788.00,499.00
Item,22-3651,685.00,299.00
Item,22-3652,478.00,199.00
Item,22-3654,395.00,245.00
Item,22-3655,48.00,24.00
Item,22-3656,28.00,9.00
Item,22-3658,68.00,22.00
Item,22-3660,288.00,169.00
Item,22-3661,384.00,249.00
Item,22-3668,46.00,18.00
Item,22-3669,48.00,19.00
Item,22-3670,46.00,18.00
Item,22-3671,48.00,19.00
Item,22-3672,195.00,79.00
Item,22-3673,195.00,79.00
Item,22-3674,64.00,19.00
Item,22-3675,64.00,19.00
Item,22-3689,96.00,59.00
Item,22-3693,138.00,59.00
Item,22-3697,22.00,11.00
Item,22-3698,22.00,11.00
Item,22-3699,22.00,11.00
Item,22-3700,22.00,11.00
Item,22-3701,24.00,13.00
Item,22-3702,24.00,13.00
Item,22-3703,24.00,13.00
Item,22-3704,24.00,13.00
Item,22-3709,64.00,20.00
Item,22-3710,72.00,22.00
Item,22-3711,81.00,24.00
Item,22-3715,378.00,169.00
Item,22-3716,378.00,169.00
Item,22-3717,196.00,99.00
Item,22-3718,94.00,59.00
Item,22-3721,53.00,20.00
Item,22-3723,84.00,38.00
Item,22-3728,39.00,13.00
Item,22-3729,39.00,14.00
Item,22-3732,128.00,53.00
Item,22-3733,68.00,25.00
Item,22-3734,95.00,45.00
Item,22-3735,375.00,263.00
Item,22-3736,295.00,179.00
Item,22-3738,18.00,5.00
Item,22-3741,395.00,207.00
Item,22-3742,745.00,445.00
Item,22-3743,225.00,99.00
Item,22-3744,292.00,129.00
Item,22-3749,46.00,22.00
Item,22-3750,52.00,24.00
Item,22-3751,58.00,27.00
Item,22-3752,46.00,20.00
Item,22-3753,52.00,21.00
Item,22-3754,58.00,24.00
Item,22-3755,46.00,22.00
Item,22-3756,52.00,24.00
Item,22-3757,58.00,27.00
Item,22-3760,58.00,27.00
Item,22-3762,52.00,24.00
Item,22-3763,58.00,27.00
Item,22-3766,58.00,27.00
Item,22-3776,34.00,15.00
Item,22-3778,34.00,15.00
Item,22-3779,34.00,15.00
Item,22-3785,159.00,79.00
Item,22-3786,58.00,27.00
Item,22-3787,58.00,27.00
Item,22-3789,58.00,27.00
Item,22-3790,78.00,33.00
Item,22-3791,78.00,33.00
Item,22-3792,78.00,33.00
Item,22-3793,78.00,33.00
Item,22-3794,58.00,25.00
Item,22-3800,48.00,21.00
Item,22-3802,48.00,19.00
Item,22-3803,56.00,26.00
Item,22-3805,56.00,23.00
Item,22-3806,64.00,28.00
Item,22-3807,64.00,25.00
Item,22-3808,64.00,25.00
Item,22-3809,38.00,21.00
Item,22-3810,46.00,27.00
Item,22-3811,54.00,30.00
Item,22-3812,48.00,22.00
Item,22-3814,48.00,20.00
Item,22-3815,58.00,27.00
Item,22-3816,58.00,24.00
Item,22-3817,58.00,24.00
Item,22-3818,64.00,26.00
Item,22-3819,64.00,26.00
Item,22-3821,64.00,26.00
Item,22-3822,58.00,26.00
Item,22-3823,78.00,35.00
Item,22-3830,195.00,159.00
Item,22-3831,88.00,29.00
Item,22-3832,88.00,29.00
Item,22-3833,88.00,29.00
Item,22-3834,88.00,29.00
Item,22-3836,128.00,59.00
Item,22-3837,128.00,59.00
Item,22-3838,79.00,55.00
Item,22-3840,44.00,16.00
Item,22-3849,268.00,214.00
Item,22-3850,127.00,46.00
Item,22-3851,138.00,50.00
Item,22-3854,385.00,147.00
Item,22-3856,645.00,245.00
Item,22-3857,128.00,49.00
Item,22-3858,128.00,49.00
Item,22-3859,128.00,49.00
Item,22-3860,118.00,36.00
Item,22-3861,118.00,36.00
Item,22-3862,118.00,36.00
Item,22-3866,"9,950.00","6,965.00"
Item,22-3870,42.00,25.00
Item,22-3878,68.00,24.00
Item,22-3882,96.00,51.00
Item,22-3883,293.00,99.00
Item,22-3888,58.00,21.00
Item,22-3898,39.00,11.00
Item,22-3899,36.00,11.00
Item,22-3900,146.00,74.00
Item,22-3901,146.00,74.00
Item,22-3907,79.00,39.00
Item,22-3911,385.00,249.00
Item,22-3912,38.00,27.00
Item,22-3914,140.00,49.00
Item,22-3917,138.00,58.00
Item,22-3928,126.00,69.00
Item,22-3929,63.00,39.00
Item,22-3943,48.00,41.00
Item,22-3947,24.00,13.00
Item,22-3949,39.00,28.00
Item,22-3954,76.00,39.00
Item,22-3955,76.00,39.00
Item,22-3962,28.00,16.00
Item,22-3971,24.00,12.00
Item,22-3972,395.00,316.00
Item,22-3973,485.00,388.00
Item,22-3994,95.00,76.00
Item,22-3995,115.00,92.00
Item,22-4014,22.00,16.00
Item,22-4015,20.00,14.00
Item,22-4016,18.00,12.00
Item,22-4017,22.00,14.00
Item,22-4018,20.00,12.00
Item,22-4019,18.00,10.00
Item,22-4020,88.00,59.00
Item,22-4021,24.00,15.00
Item,22-4022,20.00,16.00
Item,22-4023,11.00,7.00
Item,22-4024,9.00,3.00
Item,22-4027,26.00,15.00
Item,22-4028,26.00,15.00
Item,22-4029,29.00,10.00
Item,22-4032,19.00,14.00
Item,22-4036,58.00,42.00
Item,22-4040,48.00,38.00
Item,22-4041,16.00,10.00
Item,22-4042,28.00,22.00
Item,22-4043,84.00,60.00
Item,22-4048,167.00,94.00
Item,22-4055,10.00,6.00
Item,22-4057,10.00,6.00
Item,22-4062,10.00,8.00
Item,22-4102,148.00,118.00
Item,22-4110,52.00,25.00
Item,22-4111,52.00,27.00
Item,22-4112,58.00,32.00
Item,22-4115,398.00,199.00
Item,22-4117,162.00,119.00
Item,22-4121,22.00,12.00
Item,22-4131,44.00,25.00
Item,22-4135,44.00,35.00
Item,22-4136,108.00,69.00
Item,22-4141,108.00,69.00
Item,22-4149,46.00,39.00
Item,22-4175,"2,492.00","1,999.00"
Item,22-4179,58.00,46.00
Item,22-4185,295.00,195.00
Item,22-4191,296.00,199.00
Item,22-4192,248.00,148.00
Item,22-4196,28.00,18.00
Item,22-4197,49.00,35.00
Item,22-4202,29.00,23.00
Item,22-4206,267.00,149.00
Item,22-4211,124.00,79.00
Item,22-4212,132.00,99.00
Item,22-4215,195.00,129.00
Item,22-4219,37.00,24.00
Item,22-4223,138.00,99.00
Item,22-4226,145.00,104.00
Item,22-4246,95.00,68.00
Item,22-4247,110.00,79.00
Item,22-4253,18.00,10.00
Item,22-4259,9.00,6.00
Item,22-4271,52.00,33.00
Item,22-4272,48.00,24.00
Item,22-4278,22.00,16.00
Item,22-4281,69.00,50.00
Item,22-4283,325.00,199.00
Item,22-4285,56.00,31.00
Item,22-4289,19.00,15.00
Item,22-4290,86.00,69.00
Item,22-4291,122.00,78.00
Item,22-4292,7.00,5.00
Item,22-4293,26.00,17.00
Item,22-4294,14.00,11.00
Item,22-4307,148.00,118.00
Item,22-4311,96.00,69.00
Item,22-4313,464.00,199.00
Item,22-4316,236.00,132.00
Item,22-4333,685.00,399.00
Item,22-4354,728.00,449.00
Item,22-4378,9.00,6.00
Item,22-4385,30.00,22.00
Item,22-4422,335.00,199.00
Item,22-4423,365.00,299.00
Item,22-4429,230.00,184.00
Item,22-4430,230.00,184.00
Item,22-472,317.00,67.00
Item,22-634,12.00,3.00
Item,22-675,5.00,2.00
Item,22-776,42.00,9.00
Item,22-777,37.00,11.00
Item,2-28,10.00,5.00
Item,22-873,165.00,34.00
Item,22-888,75.00,16.00
Item,22-895,170.00,41.00
Item,22-899,107.00,22.00
Item,22-927,112.00,39.00
Item,22-929,35.00,8.00
Item,22-931,8.00,2.00
Item,22-935,27.00,6.00
Item,22-951,110.00,23.00
Item,22-970,195.00,68.00
Item,22-979,45.00,10.00
Item,22-981,115.00,24.00
Item,22-982,162.00,49.00
Item,22-997,87.00,18.00
Item,2-37,10.00,6.00
Item,2-38,8.00,2.00
Item,2-39,8.00,4.00
Item,2-40,15.00,5.00
Item,2-41,24.00,9.00
Item,2-42,32.00,18.00
Item,24-393,950.00,799.00
Item,24-394,950.00,778.00
Item,24-395,145.00,99.00
Item,2-46,33.00,11.00
Item,2-49,58.00,48.00
Item,25-48,7.00,1.00
Item,25-52,4.00,1.00
Item,25-53,4.00,1.00
Item,25-54,9.00,3.00
Item,25-55,9.00,3.00
Item,26-1002,"1,815.00",381.00
Item,26-1009,510.00,459.00
Item,26-1030,495.00,299.00
Item,26-1068,"5,497.00","3,958.00"
Item,26-1100,100.00,35.00
Item,26-1168,925.00,716.00
Item,26-1224,350.00,295.00
Item,26-1401,"2,995.00","2,695.00"
Item,26-1402,"2,995.00","2,156.00"
Item,26-1404,"9,800.00","7,495.00"
Item,26-1491,995.00,697.00
Item,26-1648,"1,195.00",669.00
Item,26-216,355.00,74.00
Item,26-313,217.00,46.00
Item,26-43,562.00,118.00
Item,26-45,485.00,102.00
Item,26-478,355.00,74.00
Item,26-618,412.00,86.00
Item,26-738,"1,092.00",995.00
Item,26-819,345.00,310.00
Item,2-8,16.00,12.00
Item,2-9,24.00,12.00
Item,3-38,30.00,9.00
Item,3-39,55.00,17.00
Item,3-40,56.00,17.00
Item,3-41,10.00,2.00
Item,4-240,165.00,34.00
Item,4-262,182.00,55.00
Item,4-263,375.00,149.00
Item,4-265,150.00,36.00
Item,4-319,130.00,39.00
Item,4-398,15.00,4.00
Item,4-419,20.00,4.00
Item,4-420,35.00,8.00
Item,4-421,40.00,8.00
Item,4-422,255.00,125.00
Item,4-427,17.00,4.00
Item,4-432,862.00,181.00
Item,4-433,35.00,11.00
Item,4-434,197.00,41.00
Item,4-435,182.00,38.00
Item,4-436,66.00,14.00
Item,4-437,112.00,24.00
Item,4-438,77.00,16.00
Item,4-439,192.00,57.00
Item,4-440,160.00,34.00
Item,4-441,127.00,27.00
Item,4-442,80.00,17.00
Item,4-443,55.00,15.00
Item,4-449,30.00,6.00
Item,4-456,49.00,15.00
Item,4-459,57.00,17.00
Item,4-46,9.00,2.00
Item,4-463,20.00,6.00
Item,4-464,67.00,20.00
Item,4-465,87.00,18.00
Item,4-467,45.00,10.00
Item,4-470,37.00,11.00
Item,4-473,32.00,7.00
Item,4-477,11.00,3.00
Item,4-478,72.00,15.00
Item,4-479,82.00,20.00
Item,4-480,40.00,8.00
Item,4-481,77.00,16.00
Item,4-482,90.00,19.00
Item,4-483,125.00,26.00
Item,4-484,72.00,15.00
Item,4-485,37.00,11.00
Item,4-486,42.00,9.00
Item,4-488,47.00,10.00
Item,4-489,35.00,10.00
Item,4-492,127.00,27.00
Item,4-495,54.00,16.00
Item,4-497,162.00,38.00
Item,4-498,57.00,12.00
Item,4-499,35.00,12.00
Item,4-503,21.00,4.00
Item,4-506,15.00,4.00
Item,4-507,18.00,5.00
Item,4-509,270.00,81.00
Item,4-511,273.00,82.00
Item,4-512,288.00,86.00
Item,4-513,582.00,139.00
Item,4-520,"1,250.00",499.00
Item,4-522,"1,185.00",533.00
Item,4-523,95.00,59.00
Item,4-524,95.00,49.00
Item,4-525,95.00,29.00
Item,4-526,95.00,29.00
Item,4-529,235.00,199.00
Item,4-530,495.00,396.00
Item,4-64,70.00,15.00
Item,4-67,7.00,1.00
Item,5-46,102.00,22.00
Item,5-49,140.00,42.00
Item,5-50,55.00,15.00
Item,5-51,45.00,14.00
Item,5-52,102.00,31.00
Item,5-54,112.00,34.00
Item,5-55,25.00,6.00
Item,5-56,197.00,59.00
Item,5-59,300.00,90.00
Item,6-11,381.00,324.00
Item,6-12,273.00,232.00
Item,6-14,385.00,295.00
Item,6-17,32.00,28.00
Item,6-18,58.00,48.00
Item,6-22,35.00,22.00
Item,6-23,168.00,106.00
Item,6-25,119.00,69.00
Item,6-26,90.00,36.00
Item,6-28,185.00,117.00
Item,6-29,145.00,119.00
Item,6-33,"1,095.00",329.00
Item,6-34,204.00,61.00
Item,6-37,84.00,69.00
Item,6-380,265.00,80.00
Item,6-4,84.00,71.00
Item,6-48,295.00,235.00
Item,6-49,190.00,125.00
Item,6-6,115.00,98.00
Item,7-1001,27.00,6.00
Item,7-1007,44.00,13.00
Item,7-1009,45.00,14.00
Item,7-1014,365.00,129.00
Item,7-1016,15.00,4.00
Item,7-1023,22.00,7.00
Item,7-1030,107.00,32.00
Item,7-1031,150.00,75.00
Item,7-1034,57.00,12.00
Item,7-1035,40.00,12.00
Item,7-1036,35.00,8.00
Item,7-1041,25.00,6.00
Item,7-1044,40.00,8.00
Item,7-1045,42.00,13.00
Item,7-1046,42.00,13.00
Item,7-1047,40.00,8.00
Item,7-1049,15.00,4.00
Item,7-1052,395.00,119.00
Item,7-1053,57.00,17.00
Item,7-1054,5.00,2.00
Item,7-1055,45.00,14.00
Item,7-1056,25.00,6.00
Item,7-1057,20.00,4.00
Item,7-1068,22.00,8.00
Item,7-1069,95.00,37.00
Item,7-1073,"1,142.00",239.00
Item,7-1074,25.00,8.00
Item,7-1077,114.00,27.00
Item,7-1079,17.00,4.00
Item,7-1080,22.00,5.00
Item,7-1081,15.00,5.00
Item,7-1082,17.00,5.00
Item,7-1083,15.00,5.00
Item,7-1084,20.00,4.00
Item,7-1085,20.00,4.00
Item,7-1095,40.00,11.00
Item,7-1099,10.00,2.00
Item,7-1102,10.00,2.00
Item,7-1106,17.00,4.00
Item,7-1107,47.00,10.00
Item,7-1111,27.00,6.00
Item,7-1115,77.00,23.00
Item,7-1118,12.00,3.00
Item,7-1122,47.00,14.00
Item,7-1123,20.00,4.00
Item,7-1124,227.00,68.00
Item,7-1126,22.00,7.00
Item,7-1131,9.00,3.00
Item,7-1133,12.00,3.00
Item,7-1134,12.00,3.00
Item,7-1140,25.00,6.00
Item,7-1141,12.00,4.00
Item,7-1142,37.00,8.00
Item,7-1147,27.00,8.00
Item,7-1151,32.00,7.00
Item,7-1154,28.00,8.00
Item,7-1155,30.00,9.00
Item,7-1156,195.00,99.00
Item,7-1162,15.00,4.00
Item,7-1165,25.00,6.00
Item,7-1166,17.00,4.00
Item,7-1175,22.00,7.00
Item,7-1176,40.00,14.00
Item,7-1179,82.00,18.00
Item,7-1180,25.00,8.00
Item,7-1181,37.00,11.00
Item,7-1187,115.00,24.00
Item,7-1188,72.00,15.00
Item,7-1193,16.00,4.00
Item,7-1194,348.00,104.00
Item,7-1195,156.00,119.00
Item,7-1197,42.00,13.00
Item,7-1201,15.00,5.00
Item,7-1208,42.00,13.00
Item,7-1209,39.00,12.00
Item,7-1211,240.00,72.00
Item,7-1212,20.00,6.00
Item,7-1216,17.00,4.00
Item,7-1217,18.00,4.00
Item,7-1218,15.00,4.00
Item,7-1222,52.00,11.00
Item,7-1223,22.00,5.00
Item,7-1224,40.00,11.00
Item,7-1226,20.00,4.00
Item,7-1227,15.00,4.00
Item,7-1228,55.00,17.00
Item,7-1229,57.00,17.00
Item,7-1234,35.00,11.00
Item,7-1236,40.00,12.00
Item,7-1237,95.00,76.00
Item,7-1238,28.00,8.00
Item,7-1239,155.00,79.00
Item,7-1243,24.00,7.00
Item,7-1247,55.00,12.00
Item,7-1248,575.00,173.00
Item,7-1250,125.00,50.00
Item,7-1253,65.00,20.00
Item,7-1254,105.00,42.00
Item,7-1257,140.00,42.00
Item,7-1260,114.00,24.00
Item,7-1269,114.00,24.00
Item,7-1270,114.00,24.00
Item,7-1285,95.00,85.00
Item,7-1293,186.00,56.00
Item,7-1294,105.00,84.00
Item,7-1295,99.00,79.00
